id_origin,id_destino,times
103,102,110
103,103,107
103,104,83
103,301,54
103,207,2
103,302,27
103,104,83
103,301,54
103,105,140
103,106,142
103,302,27
103,108,62
103,301,54
103,103,107
103,102,110
103,402,15
103,480,3
103,102,110
103,105,140
103,103,107
103,101,47
103,106,142
103,107,45
103,105,140
103,403,5
103,105,140
103,103,107
103,106,142
103,402,15
103,107,45
103,303,18
103,105,140
103,101,47
103,102,110
103,104,83
103,303,18
103,104,83
103,102,110
103,102,110
103,106,142
103,301,54
103,106,142
103,105,140
103,104,83
103,105,140
103,103,107
103,106,142
103,483,5
103,303,18
103,401,20
103,302,27
103,304,7
103,301,54
103,103,107
103,105,140
103,105,140
103,105,140
103,105,140
103,106,142
103,403,5
103,307,8
103,106,142
103,103,107
103,103,107
103,108,62
103,107,45
103,104,83
103,106,142
103,108,62
103,104,83
103,102,110
103,104,83
103,106,142
103,412,1
103,104,83
103,105,140
103,106,142
103,102,110
103,102,110
103,301,54
103,106,142
103,106,142
103,106,142
103,102,110
103,105,140
103,105,140
103,301,54
103,102,110
103,106,142
103,102,110
103,105,140
103,105,140
103,480,3
103,307,8
103,108,62
103,164,6
103,103,107
103,105,140
103,402,15
103,105,140
103,108,62
103,105,140
103,401,20
103,104,83
103,105,140
103,103,107
103,301,54
103,102,110
103,101,47
103,301,54
103,106,142
103,104,83
103,104,83
103,102,110
103,101,47
103,106,142
103,104,83
103,103,107
103,102,110
103,102,110
103,101,47
103,105,140
103,306,18
103,101,47
103,483,5
103,102,110
103,101,47
103,106,142
103,103,107
103,105,140
103,105,140
103,107,45
103,101,47
103,483,5
103,107,45
103,105,140
103,310,4
103,105,140
103,105,140
103,301,54
103,105,140
103,103,107
103,301,54
103,104,83
103,106,142
103,103,107
103,106,142
103,106,142
103,308,8
103,205,1
103,108,62
103,102,110
103,105,140
103,106,142
103,402,15
103,106,142
103,103,107
103,102,110
103,102,110
103,103,107
103,101,47
103,301,54
103,406,4
103,312,3
103,102,110
103,105,140
103,401,20
103,106,142
103,106,142
103,302,27
103,106,142
103,301,54
103,103,107
103,107,45
103,106,142
103,164,6
103,102,110
103,106,142
103,102,110
103,303,18
103,406,4
103,108,62
103,101,47
103,108,62
103,105,140
103,105,140
103,102,110
103,103,107
103,303,18
103,101,47
103,414,1
103,301,54
103,102,110
103,105,140
103,104,83
103,301,54
103,108,62
103,106,142
103,102,110
103,107,45
103,102,110
103,308,8
103,105,140
103,107,45
103,301,54
103,111,11
103,103,107
103,106,142
103,480,3
103,104,83
103,107,45
103,106,142
103,105,140
103,105,140
103,103,107
103,301,54
103,106,142
103,106,142
103,105,140
103,105,140
103,107,45
103,103,107
103,301,54
103,108,62
103,401,20
103,102,110
103,102,110
103,103,107
103,105,140
103,303,18
103,107,45
103,102,110
103,105,140
103,303,18
103,106,142
103,103,107
103,306,18
103,102,110
103,102,110
103,102,110
103,306,18
103,106,142
103,102,110
103,101,47
103,303,18
103,105,140
103,302,27
103,102,110
103,106,142
103,106,142
103,111,11
103,301,54
103,104,83
103,108,62
103,103,107
103,302,27
103,302,27
103,110,8
103,302,27
103,102,110
103,103,107
103,312,3
103,301,54
103,107,45
103,106,142
103,401,20
103,104,83
103,106,142
103,105,140
103,104,83
103,106,142
103,302,27
103,405,4
103,103,107
103,103,107
103,106,142
103,401,20
103,107,45
103,106,142
103,105,140
103,102,110
103,107,45
103,301,54
103,101,47
103,105,140
103,105,140
103,402,15
103,401,20
103,105,140
103,102,110
103,105,140
103,104,83
103,108,62
103,102,110
103,207,2
103,106,142
103,105,140
103,106,142
103,105,140
103,108,62
103,103,107
103,109,6
103,108,62
103,108,62
103,105,140
103,102,110
103,108,62
103,108,62
103,106,142
103,411,2
103,401,20
103,105,140
103,105,140
103,404,2
103,110,8
103,303,18
103,301,54
103,312,3
103,401,20
103,301,54
103,301,54
103,103,107
103,108,62
103,110,8
103,402,15
103,104,83
103,105,140
103,105,140
103,104,83
103,307,8
103,401,20
103,102,110
103,101,47
103,306,18
103,101,47
103,102,110
103,105,140
103,101,47
103,108,62
103,104,83
103,403,5
103,102,110
103,102,110
103,104,83
103,102,110
103,103,107
103,405,4
103,103,107
103,106,142
103,108,62
103,103,107
103,103,107
103,301,54
103,106,142
103,105,140
103,102,110
103,411,2
103,306,18
103,106,142
103,106,142
103,105,140
103,102,110
103,106,142
103,103,107
103,105,140
103,104,83
103,106,142
103,109,6
103,106,142
103,303,18
103,108,62
103,103,107
103,111,11
103,110,8
103,104,83
103,402,15
103,314,3
103,109,6
103,102,110
103,314,3
103,208,2
103,301,54
103,306,18
103,105,140
103,311,1
103,105,140
103,106,142
103,102,110
103,306,18
103,105,140
103,104,83
103,105,140
103,164,6
103,101,47
103,106,142
103,103,107
103,301,54
103,106,142
103,106,142
103,111,11
103,102,110
103,105,140
103,107,45
103,108,62
103,111,11
103,106,142
103,105,140
103,102,110
103,104,83
103,303,18
103,105,140
103,103,107
103,104,83
103,102,110
103,103,107
103,105,140
103,104,83
103,103,107
103,108,62
103,103,107
103,106,142
103,105,140
103,105,140
103,302,27
103,106,142
103,301,54
103,107,45
103,302,27
103,211,1
103,108,62
103,109,6
103,102,110
103,108,62
103,106,142
103,306,18
103,106,142
103,405,4
103,106,142
103,108,62
103,102,110
103,101,47
103,106,142
103,103,107
103,103,107
103,106,142
103,103,107
103,303,18
103,106,142
103,104,83
103,102,110
103,302,27
103,112,5
103,106,142
103,105,140
103,103,107
103,106,142
103,106,142
103,108,62
103,105,140
103,302,27
103,106,142
103,106,142
103,108,62
103,306,18
103,402,15
103,112,5
103,103,107
103,108,62
103,105,140
103,103,107
103,303,18
103,106,142
103,105,140
103,108,62
103,306,18
103,101,47
103,105,140
103,103,107
103,104,83
103,402,15
103,483,5
103,107,45
103,102,110
103,105,140
103,111,11
103,105,140
103,106,142
103,103,107
103,106,142
103,101,47
103,106,142
103,105,140
103,301,54
103,308,8
103,102,110
103,105,140
103,104,83
103,103,107
103,106,142
103,302,27
103,106,142
103,101,47
103,106,142
103,301,54
103,107,45
103,106,142
103,104,83
103,302,27
103,104,83
103,108,62
103,104,83
103,106,142
103,105,140
103,401,20
103,301,54
103,302,27
103,106,142
103,103,107
103,105,140
103,301,54
103,304,7
103,102,110
103,103,107
103,307,8
103,401,20
103,106,142
103,108,62
103,102,110
103,104,83
103,108,62
103,108,62
103,106,142
103,404,2
103,301,54
103,103,107
103,106,142
103,316,1
103,104,83
103,104,83
103,104,83
103,102,110
103,301,54
103,108,62
103,355,1
103,103,107
103,112,5
103,104,83
103,301,54
103,103,107
103,306,18
103,106,142
103,101,47
103,309,4
103,103,107
103,106,142
103,103,107
103,101,47
103,103,107
103,301,54
103,308,8
103,101,47
103,302,27
103,102,110
103,103,107
103,105,140
103,105,140
103,106,142
103,401,20
103,105,140
103,103,107
103,106,142
103,110,8
103,105,140
103,104,83
103,402,15
103,102,110
103,103,107
103,102,110
103,402,15
103,102,110
103,304,7
103,301,54
103,102,110
103,103,107
103,105,140
103,104,83
103,104,83
103,103,107
103,102,110
103,102,110
103,106,142
103,106,142
103,104,83
103,104,83
103,106,142
103,106,142
103,102,110
103,108,62
103,103,107
103,103,107
103,105,140
103,402,15
103,104,83
103,105,140
103,107,45
103,107,45
103,106,142
103,108,62
103,101,47
103,102,110
103,104,83
103,406,4
103,103,107
103,101,47
103,102,110
103,401,20
103,106,142
103,108,62
103,104,83
103,107,45
103,106,142
103,106,142
103,107,45
103,104,83
103,105,140
103,105,140
103,103,107
103,309,4
103,402,15
103,106,142
103,102,110
103,101,47
103,102,110
103,107,45
103,103,107
103,306,18
103,307,8
103,107,45
103,106,142
103,103,107
103,102,110
103,304,7
103,107,45
103,108,62
103,106,142
103,308,8
103,104,83
103,303,18
103,102,110
103,306,18
103,302,27
103,106,142
103,102,110
103,101,47
103,304,7
103,105,140
103,105,140
103,108,62
103,105,140
103,107,45
103,103,107
103,108,62
103,314,3
103,402,15
103,106,142
103,109,6
103,101,47
103,106,142
103,106,142
103,108,62
103,104,83
103,103,107
103,106,142
103,307,8
103,302,27
103,306,18
103,106,142
103,102,110
103,106,142
103,108,62
103,102,110
103,101,47
103,103,107
103,164,6
103,104,83
103,408,1
103,102,110
103,105,140
103,106,142
103,104,83
103,101,47
103,104,83
103,103,107
103,483,5
103,106,142
103,105,140
103,102,110
103,106,142
103,307,8
103,306,18
103,105,140
103,301,54
103,109,6
103,104,83
103,103,107
103,313,1
103,108,62
103,102,110
103,101,47
103,105,140
103,309,4
103,105,140
103,102,110
103,306,18
103,107,45
103,306,18
103,103,107
103,104,83
103,102,110
103,106,142
103,301,54
103,103,107
103,103,107
103,107,45
103,103,107
103,164,6
103,102,110
103,112,5
103,102,110
103,102,110
103,104,83
103,105,140
103,105,140
103,105,140
103,106,142
103,303,18
103,103,107
103,103,107
103,108,62
103,101,47
103,106,142
103,104,83
103,301,54
103,102,110
103,102,110
103,204,1
103,208,2
103,101,47
103,310,4
103,106,142
103,105,140
103,110,8
103,108,62
103,103,107
103,103,107
103,301,54
103,105,140
103,105,140
103,105,140
103,105,140
103,108,62
103,164,6
103,302,27
103,106,142
103,108,62
103,105,140
103,105,140
103,105,140
103,103,107
103,107,45
103,301,54
103,105,140
103,106,142
103,105,140
103,107,45
103,105,140
103,107,45
103,103,107
103,401,20
103,106,142
103,107,45
103,101,47
103,301,54
103,108,62
103,104,83
103,102,110
103,101,47
103,103,107
103,104,83
103,105,140
103,108,62
103,106,142
103,301,54
103,106,142
103,105,140
103,107,45
103,107,45
103,302,27
103,310,4
103,101,47
103,102,110
103,105,140
103,302,27
103,104,83
103,102,110
103,106,142
103,102,110
103,105,140
103,306,18
103,105,140
103,105,140
